name,description,price,sku,imageUrls,brand
"NU6-IIG 40kA/440V 3P Supresor De Sobretension, Corriente Max. De Descarga 40Ka, Uc 440V, 3 Polos","NU6-IIG 40kA/440V 3P Supresor De Sobretension, Corriente Max. De Descarga 40Ka, Uc 440V, 3 Polos",114.38,"Código: 252542
CHINT
Ref./Fab: NU6-IIG 40kA/440V 3P
Cant.Disponible: 15
Unid.Med: UNIDAD Ver Stock Por Local
Precio Inc. IGV: S/ 114.38",https://store.grupocoinp.com/web/image/product.product/5832/image_1024/%5BNU6-IIG%2040kA-440V%203P%5D%20Supresor%20De%20Sobretension%2C%20Corriente%20Max.%20De%20Descarga%2040Ka%2C%20Uc%20440V%2C%203%20Polos?unique=8d159af,chint-103
"NU6-IIG 65kA/275V 1P Supresor De Sobretension, Corriente Max. De Descarga 65Ka, Uc 275V, 1Polo","NU6-IIG 65kA/275V 1P Supresor De Sobretension, Corriente Max. De Descarga 65Ka, Uc 275V, 1Polo",56.26,"Código: 252495
CHINT
Ref./Fab: NU6-IIG 65kA/275V 1P
Cant.Disponible: 136
Unid.Med: UNIDAD Ver Stock Por Local
Precio Inc. IGV: S/ 56.26",https://store.grupocoinp.com/web/image/product.product/5833/image_1024/%5BNU6-IIG%2065kA-275V%201P%5D%20Supresor%20De%20Sobretension%2C%20Corriente%20Max.%20De%20Descarga%2065Ka%2C%20Uc%20275V%2C%201Polo?unique=a93f1e8,chint-103
"NU6-IIG 65kA/275V 1P+N Supresor De Sobretension, Corriente Max. De Descarga 65Ka, Uc 275V, 1P+N","NU6-IIG 65kA/275V 1P+N Supresor De Sobretension, Corriente Max. De Descarga 65Ka, Uc 275V, 1P+N",114.73,"Código: 252511
CHINT
Ref./Fab: NU6-IIG 65kA/275V 1P+N
Cant.Disponible: 7
Unid.Med: UNIDAD Ver Stock Por Local
Precio Inc. IGV: S/ 114.73",https://store.grupocoinp.com/web/image/product.product/5834/image_1024/%5BNU6-IIG%2065kA-275V%201P+N%5D%20Supresor%20De%20Sobretension%2C%20Corriente%20Max.%20De%20Descarga%2065Ka%2C%20Uc%20275V%2C%201P+N?unique=75d729d,chint-103
"NU6-IIG 65kA/275V 2P Supresor De Sobretension, Corriente Max. De Descarga 65Ka, Uc 275V, 2 Polos","NU6-IIG 65kA/275V 2P Supresor De Sobretension, Corriente Max. De Descarga 65Ka, Uc 275V, 2 Polos",112.83,"Código: 252527
CHINT
Ref./Fab: NU6-IIG 65kA/275V 2P
Cant.Disponible: 16
Unid.Med: UNIDAD Ver Stock Por Local
Precio Inc. IGV: S/ 112.83",https://store.grupocoinp.com/web/image/product.product/5835/image_1024/%5BNU6-IIG%2065kA-275V%202P%5D%20Supresor%20De%20Sobretension%2C%20Corriente%20Max.%20De%20Descarga%2065Ka%2C%20Uc%20275V%2C%202%20Polos?unique=07cd515,chint-103
"NU6-IIG 65kA/385V 3P+N Supresor De Sobretension, Corriente Max. De Descarga 65Ka, Uc 385V, 3P+N","NU6-IIG 65kA/385V 3P+N Supresor De Sobretension, Corriente Max. De Descarga 65Ka, Uc 385V, 3P+N",235.87,"Código: 252561
CHINT
Ref./Fab: NU6-IIG 65kA/385V 3P+N
Cant.Disponible: 13
Unid.Med: UNIDAD Ver Stock Por Local
Precio Inc. IGV: S/ 235.87",https://store.grupocoinp.com/web/image/product.product/5836/image_1024/%5BNU6-IIG%2065kA-385V%203P+N%5D%20Supresor%20De%20Sobretension%2C%20Corriente%20Max.%20De%20Descarga%2065Ka%2C%20Uc%20385V%2C%203P+N?unique=b48ffbd,chint-103
"NU6-IIG 65kA/440V 3P Supresor De Sobretension, Corriente Max. De Descarga 65Ka, Uc 440V, 3 Polos","NU6-IIG 65kA/440V 3P Supresor De Sobretension, Corriente Max. De Descarga 65Ka, Uc 440V, 3 Polos",187.81,"Código: 252546
CHINT
Ref./Fab: NU6-IIG 65kA/440V 3P
Cant.Disponible: 18
Unid.Med: UNIDAD Ver Stock Por Local
Precio Inc. IGV: S/ 187.81",https://store.grupocoinp.com/web/image/product.product/5837/image_1024/%5BNU6-IIG%2065kA-440V%203P%5D%20Supresor%20De%20Sobretension%2C%20Corriente%20Max.%20De%20Descarga%2065Ka%2C%20Uc%20440V%2C%203%20Polos?unique=77d4b44,chint-103
NM1-400S/H BC Bloqueo Palanca Por Candados P/ Nm1-400,NM1-400S/H BC Bloqueo Palanca Por Candados P/ Nm1-400,120.63,"Código: 132463
CHINT
Ref./Fab: NM1-400S/H BC
Cant.Disponible: Consultar
Unid.Med: UNIDAD
Precio Inc. IGV: S/ 120.63",https://store.grupocoinp.com/web/image/product.product/5855/image_1024/%5BNM1-400S-H%20BC%5D%20Bloqueo%20Palanca%20Por%20Candados%20P-%20Nm1-400?unique=2871a96,chint-103
"NJB1-X Rele De Proteccion Contra Desequilibrio, Secuencia De Fase, Fallo De Fase Ac380V-480V 50Hz 3A","NJB1-X Rele De Proteccion Contra Desequilibrio, Secuencia De Fase, Fallo De Fase Ac380V-480V 50Hz 3A",75.86,"Código: 310008
CHINT
Ref./Fab: NJB1-X
Cant.Disponible: 16
Unid.Med: UNIDAD Ver Stock Por Local
Precio Inc. IGV: S/ 75.86",https://store.grupocoinp.com/web/image/product.product/5877/image_1024/%5BNJB1-X%5D%20Rele%20De%20Proteccion%20Contra%20Desequilibrio%2C%20Secuencia%20De%20Fase%2C%20Fallo%20De%20Fase%20Ac380V-480V%2050Hz%203A?unique=070c1c6,chint-103
"NJB1-X1 Rele De Proteccion Contra Desequilibrio, Secuencia De Fase, Fallo De Fase Ac220V-500V","NJB1-X1 Rele De Proteccion Contra Desequilibrio, Secuencia De Fase, Fallo De Fase Ac220V-500V",52.39,"Código: 310007
CHINT
Ref./Fab: NJB1-X1
Cant.Disponible: 18
Unid.Med: UNIDAD Ver Stock Por Local
Precio Inc. IGV: S/ 52.39",https://store.grupocoinp.com/web/image/product.product/5878/image_1024/%5BNJB1-X1%5D%20Rele%20De%20Proteccion%20Contra%20Desequilibrio%2C%20Secuencia%20De%20Fase%2C%20Fallo%20De%20Fase%20Ac220V-500V?unique=ea28856,chint-103
JQX-10F 2Z AC6V Rele Enchufable 8 Pines 6Vac 10A 2Nanc,JQX-10F 2Z AC6V Rele Enchufable 8 Pines 6Vac 10A 2Nanc,13.59,"Código: 1005793
CHINT
Ref./Fab: JQX-10F 2Z AC6V
Cant.Disponible: 217
Unid.Med: UNIDAD Ver Stock Por Local
Precio Inc. IGV: S/ 13.59",https://store.grupocoinp.com/web/image/product.product/6023/image_1024/%5BJQX-10F%202Z%20AC6V%5D%20Rele%20Enchufable%208%20Pines%206Vac%20%2010A%202Nanc?unique=e7a427f,chint-103
JZX-22F(D) 4Z-380VAC Rele Enchufable 14 Pines 380Vac 10A 4Nanc Con Indicador Mecanico,JZX-22F(D) 4Z-380VAC Rele Enchufable 14 Pines 380Vac 10A 4Nanc Con Indicador Mecanico,8.89,"Código: 1005794
CHINT
Ref./Fab: JZX-22F(D) 4Z-380VAC
Cant.Disponible: 2
Unid.Med: UNIDAD Ver Stock Por Local
Precio Inc. IGV: S/ 8.89",https://store.grupocoinp.com/web/image/product.product/6024/image_1024/%5BJZX-22F%28D%29%204Z-380VAC%5D%20Rele%20Enchufable%2014%20Pines%20380Vac%2010A%204Nanc%20Con%20Indicador%20Mecanico?unique=a47d7ce,chint-103
JZX-22F(D) 4Z-110VDC Rele Enchufable 14 Pines 110Vdc 10A 4Nanc Con Indicador Mecanico,JZX-22F(D) 4Z-110VDC Rele Enchufable 14 Pines 110Vdc 10A 4Nanc Con Indicador Mecanico,8.89,"Código: 1005795
CHINT
Ref./Fab: JZX-22F(D) 4Z-110VDC
Cant.Disponible: 13
Unid.Med: UNIDAD Ver Stock Por Local
Precio Inc. IGV: S/ 8.89",https://store.grupocoinp.com/web/image/product.product/6025/image_1024/%5BJZX-22F%28D%29%204Z-110VDC%5D%20Rele%20Enchufable%2014%20Pines%20110Vdc%2010A%204Nanc%20Con%20Indicador%20Mecanico?unique=80c7b38,chint-103
"CJX2-25-32 440V Bobina 440V, 50/60 Hz. P/Cont. Nc1 25-32","CJX2-25-32 440V Bobina 440V, 50/60 Hz. P/Cont. Nc1 25-32",13.24,"Código: 234426
CHINT
Ref./Fab: CJX2-25-32 440V
Cant.Disponible: 13
Unid.Med: UNIDAD Ver Stock Por Local
Precio Inc. IGV: S/ 13.24",https://store.grupocoinp.com/web/image/product.product/6143/image_1024/%5BCJX2-25-32%20440V%5D%20Bobina%20440V%2C%2050-60%20Hz.%20P-Cont.%20Nc1%2025-32?unique=4f9fc70,chint-103
"CJX2-09-18 440V Bobina 440V, 50/60 Hz. P/Cont. Nc1 09-18","CJX2-09-18 440V Bobina 440V, 50/60 Hz. P/Cont. Nc1 09-18",9.04,"Código: 234515
CHINT
Ref./Fab: CJX2-09-18 440V
Cant.Disponible: 50
Unid.Med: UNIDAD Ver Stock Por Local
Precio Inc. IGV: S/ 9.04",https://store.grupocoinp.com/web/image/product.product/6166/image_1024/%5BCJX2-09-18%20440V%5D%20Bobina%20440V%2C%2050-60%20Hz.%20P-Cont.%20Nc1%2009-18?unique=4744ad5,chint-103
NM8S-630S/400/3 Int. Aut Caja Mold. 3P Reg. 160-400A 70Ka 415Vac Nm8 (0.4-1 In),NM8S-630S/400/3 Int. Aut Caja Mold. 3P Reg. 160-400A 70Ka 415Vac Nm8 (0.4-1 In),1410.54,"Código: 149488
CHINT
Ref./Fab: NM8S-630S/400/3
Cant.Disponible: Consultar
Unid.Med: UNIDAD
Precio Inc. IGV: S/ 1,410.54",https://store.grupocoinp.com/web/image/product.product/6284/image_1024/%5BNM8S-630S-400-3%5D%20Int.%20Aut%20Caja%20Mold.%203P%20Reg.%20160-400A%2070Ka%20415Vac%20Nm8%20%280.4-1%20In%29?unique=a1daab0,chint-103
YBLT- 4 Int. Pedal C/ Protección Ith: 3A,YBLT- 4 Int. Pedal C/ Protección Ith: 3A,43.39,"Código: 1006277
CHINT
Ref./Fab: YBLT- 4
Cant.Disponible: Consultar
Unid.Med: UNIDAD
Precio Inc. IGV: S/ 43.39",https://store.grupocoinp.com/web/image/product.product/6291/image_1024/%5BYBLT-%204%5D%20Int.%20Pedal%20C-%20Protecci%C3%B3n%20Ith:%203A?unique=cc539dd,chint-103
EW35 Tope Final P/ Riel Din,EW35 Tope Final P/ Riel Din,0.68,"Código: 550033
CHINT
Ref./Fab: EW35
Cant.Disponible: 285
Unid.Med: UNIDAD Ver Stock Por Local
Precio Inc. IGV: S/ 0.68",https://store.grupocoinp.com/web/image/product.product/7183/image_1024/%5BEW35%5D%20Tope%20Final%20P-%20Riel%20Din?unique=fe40196,chint-103
NM1-125H/2300 25A Int. Aut. Caja Mold. 2P Fijo 25A 50Ka 415Vac Nm1-125H,NM1-125H/2300 25A Int. Aut. Caja Mold. 2P Fijo 25A 50Ka 415Vac Nm1-125H,123.77,"Código: 126523
CHINT
Ref./Fab: NM1-125H/2300 25A
Cant.Disponible: 3
Unid.Med: UNIDAD Ver Stock Por Local
Precio Inc. IGV: S/ 123.77",https://store.grupocoinp.com/web/image/product.product/15017/image_1024/%5BNM1-125H-2300%2025A%5D%20Int.%20Aut.%20Caja%20Mold.%202P%20Fijo%2025A%2050Ka%20415Vac%20%20Nm1-125H?unique=f9c9e8e,chint-103
NM1-125H/2300 100A Int. Aut. Caja Mold. 2P Fijo 100A 50Ka 415Vac Nm1-125H,NM1-125H/2300 100A Int. Aut. Caja Mold. 2P Fijo 100A 50Ka 415Vac Nm1-125H,123.77,"Código: 126529
CHINT
Ref./Fab: NM1-125H/2300 100A
Cant.Disponible: 7
Unid.Med: UNIDAD Ver Stock Por Local
Precio Inc. IGV: S/ 123.77",https://store.grupocoinp.com/web/image/product.product/15019/image_1024/%5BNM1-125H-2300%20100A%5D%20Int.%20Aut.%20Caja%20Mold.%202P%20Fijo%20100A%2050Ka%20415Vac%20%20Nm1-125H?unique=4405327,chint-103
"CJX2-40-95 440V Bobina 440V, 50/60 Hz. P/Cont. Nc1 40-95","CJX2-40-95 440V Bobina 440V, 50/60 Hz. P/Cont. Nc1 40-95",31.69,"Código: 234386
CHINT
Ref./Fab: CJX2-40-95 440V
Cant.Disponible: 28
Unid.Med: UNIDAD Ver Stock Por Local
Precio Inc. IGV: S/ 31.69",https://store.grupocoinp.com/web/image/product.product/15021/image_1024/%5BCJX2-40-95%20440V%5D%20Bobina%20440V%2C%2050-60%20Hz.%20P-Cont.%20Nc1%2040-95?unique=9362f88,chint-103
NL210 4P 40A 300MA B Int. Diferencial 3Pn 40A 400/415Vac 300Ma Tipo B,NL210 4P 40A 300MA B Int. Diferencial 3Pn 40A 400/415Vac 300Ma Tipo B,325.3,"Código: 782009
CHINT
Ref./Fab: NL210 4P 40A 300MA B
Cant.Disponible: 26
Unid.Med: UNIDAD Ver Stock Por Local
Precio Inc. IGV: S/ 325.30",https://store.grupocoinp.com/web/image/product.product/15022/image_1024/%5BNL210%204P%2040A%20300MA%20B%5D%20Int.%20Diferencial%203Pn%2040A%20400-415Vac%20300Ma%20Tipo%20%20B?unique=ffaac36,chint-103
NL210 4P 63A 300MA B Int. Diferencial 3Pn 63A 400/415Vac 300Ma Tipo B,NL210 4P 63A 300MA B Int. Diferencial 3Pn 63A 400/415Vac 300Ma Tipo B,341.7,"Código: 782010
CHINT
Ref./Fab: NL210 4P 63A 300MA B
Cant.Disponible: 11
Unid.Med: UNIDAD Ver Stock Por Local
Precio Inc. IGV: S/ 341.70",https://store.grupocoinp.com/web/image/product.product/15023/image_1024/%5BNL210%204P%2063A%20300MA%20B%5D%20Int.%20Diferencial%203Pn%2063A%20400-415Vac%20300Ma%20Tipo%20%20B?unique=df8e412,chint-103
NM8L-125S/125/3 Int. Aut Caja Mold. Reg Diferencial 500Ma 3P 125A 50Ka 415Vac Nm8L (0.8-1 In),NM8L-125S/125/3 Int. Aut Caja Mold. Reg Diferencial 500Ma 3P 125A 50Ka 415Vac Nm8L (0.8-1 In),799.37,"Código: 150040
CHINT
Ref./Fab: NM8L-125S/125/3
Cant.Disponible: 2
Unid.Med: UNIDAD Ver Stock Por Local
Precio Inc. IGV: S/ 799.37",https://store.grupocoinp.com/web/image/product.product/15024/image_1024/%5BNM8L-125S-125-3%5D%20Int.%20Aut%20Caja%20Mold.%20Reg%20Diferencial%20500Ma%203P%20125A%2050Ka%20415Vac%20Nm8L%20%280.8-1%20In%29?unique=9ee00bb,chint-103
NM8L-250S/250/3 Int. Aut Caja Mold. Reg Diferencial 500Ma 3P 250A 50Ka 415Vac Nm8L (0.8-1 In),NM8L-250S/250/3 Int. Aut Caja Mold. Reg Diferencial 500Ma 3P 250A 50Ka 415Vac Nm8L (0.8-1 In),972.23,"Código: 169240
CHINT
Ref./Fab: NM8L-250S/250/3
Cant.Disponible: 2
Unid.Med: UNIDAD Ver Stock Por Local
Precio Inc. IGV: S/ 972.23",https://store.grupocoinp.com/web/image/product.product/15025/image_1024/%5BNM8L-250S-250-3%5D%20Int.%20Aut%20Caja%20Mold.%20Reg%20Diferencial%20500Ma%203P%20250A%2050Ka%20415Vac%20Nm8L%20%280.8-1%20In%29?unique=b94c188,chint-103
NB1-63H/2 2P C10 Int. Aut. Termomagnetico Para Riel 2P 10A 10Ka Norma Iec60947,NB1-63H/2 2P C10 Int. Aut. Termomagnetico Para Riel 2P 10A 10Ka Norma Iec60947,39.48,"Código: 276492
CHINT
Ref./Fab: NB1-63H/2 2P C10
Cant.Disponible: Consultar
Unid.Med: UNIDAD
Precio Inc. IGV: S/ 39.48",https://store.grupocoinp.com/web/image/product.product/16773/image_1024/%5BNB1-63H-2%202P%20C10%5D%20Int.%20Aut.%20Termomagnetico%20Para%20Riel%202P%2010A%2010Ka%20Norma%20Iec60947?unique=267f9e3,chint-103
NB1-63H/2 2P C16 Int. Aut. Termomagnetico Para Riel 2P 16A 10Ka Norma Iec60947,NB1-63H/2 2P C16 Int. Aut. Termomagnetico Para Riel 2P 16A 10Ka Norma Iec60947,39.48,"Código: 276493
CHINT
Ref./Fab: NB1-63H/2 2P C16
Cant.Disponible: Consultar
Unid.Med: UNIDAD
Precio Inc. IGV: S/ 39.48",https://store.grupocoinp.com/web/image/product.product/16774/image_1024/%5BNB1-63H-2%202P%20C16%5D%20Int.%20Aut.%20Termomagnetico%20Para%20Riel%202P%2016A%2010Ka%20Norma%20Iec60947?unique=7855ab5,chint-103
NB1-63H/2 2P C20 Int. Aut. Termomagnetico Para Riel 2P 20A 10Ka Norma Iec60947,NB1-63H/2 2P C20 Int. Aut. Termomagnetico Para Riel 2P 20A 10Ka Norma Iec60947,39.48,"Código: 276494
CHINT
Ref./Fab: NB1-63H/2 2P C20
Cant.Disponible: Consultar
Unid.Med: UNIDAD
Precio Inc. IGV: S/ 39.48",https://store.grupocoinp.com/web/image/product.product/16775/image_1024/%5BNB1-63H-2%20%202P%20C20%5D%20Int.%20Aut.%20Termomagnetico%20Para%20Riel%202P%2020A%2010Ka%20Norma%20Iec60947?unique=7271594,chint-103
NB1-63H/2 2P C25 Int. Aut. Termomagnetico Para Riel 2P 25A 10Ka Norma Iec60947,NB1-63H/2 2P C25 Int. Aut. Termomagnetico Para Riel 2P 25A 10Ka Norma Iec60947,39.48,"Código: 276495
CHINT
Ref./Fab: NB1-63H/2 2P C25
Cant.Disponible: Consultar
Unid.Med: UNIDAD
Precio Inc. IGV: S/ 39.48",https://store.grupocoinp.com/web/image/product.product/16776/image_1024/%5BNB1-63H-2%20%202P%20C25%5D%20Int.%20Aut.%20Termomagnetico%20Para%20Riel%202P%2025A%2010Ka%20Norma%20Iec60947?unique=00c2e83,chint-103
NB1-63H/2 2P C32 Int. Aut. Termomagnetico Para Riel 2P 32A 10Ka Norma Iec60947,NB1-63H/2 2P C32 Int. Aut. Termomagnetico Para Riel 2P 32A 10Ka Norma Iec60947,39.48,"Código: 276496
CHINT
Ref./Fab: NB1-63H/2 2P C32
Cant.Disponible: Consultar
Unid.Med: UNIDAD
Precio Inc. IGV: S/ 39.48",https://store.grupocoinp.com/web/image/product.product/16777/image_1024/%5BNB1-63H-2%202P%20C32%5D%20Int.%20Aut.%20Termomagnetico%20Para%20Riel%202P%2032A%2010Ka%20Norma%20Iec60947?unique=165ff74,chint-103
NB1-63H/2 2P C40 Int. Aut. Termomagnetico Para Riel 2P 40A 10Ka Norma Iec60947,NB1-63H/2 2P C40 Int. Aut. Termomagnetico Para Riel 2P 40A 10Ka Norma Iec60947,39.48,"Código: 276497
CHINT
Ref./Fab: NB1-63H/2 2P C40
Cant.Disponible: Consultar
Unid.Med: UNIDAD
Precio Inc. IGV: S/ 39.48",https://store.grupocoinp.com/web/image/product.product/16778/image_1024/%5BNB1-63H-2%202P%20C40%5D%20Int.%20Aut.%20Termomagnetico%20Para%20Riel%202P%2040A%2010Ka%20Norma%20Iec60947?unique=6e8c175,chint-103
NB1-63H/2 2P C50 Int. Aut. Termomagnetico Para Riel 2P 50A 10Ka Norma Iec60947,NB1-63H/2 2P C50 Int. Aut. Termomagnetico Para Riel 2P 50A 10Ka Norma Iec60947,41.56,"Código: 276498
CHINT
Ref./Fab: NB1-63H/2 2P C50
Cant.Disponible: Consultar
Unid.Med: UNIDAD
Precio Inc. IGV: S/ 41.56",https://store.grupocoinp.com/web/image/product.product/16779/image_1024/%5BNB1-63H-2%202P%20C50%5D%20Int.%20Aut.%20Termomagnetico%20Para%20Riel%202P%2050A%2010Ka%20Norma%20Iec60947?unique=bdf4eb7,chint-103
NB1-63H/2 2P C63 Int. Aut. Termomagnetico Para Riel 2P 63A 10Ka Norma Iec60947,NB1-63H/2 2P C63 Int. Aut. Termomagnetico Para Riel 2P 63A 10Ka Norma Iec60947,41.56,"Código: 276499
CHINT
Ref./Fab: NB1-63H/2 2P C63
Cant.Disponible: Consultar
Unid.Med: UNIDAD
Precio Inc. IGV: S/ 41.56",https://store.grupocoinp.com/web/image/product.product/16780/image_1024/%5BNB1-63H-2%202P%20C63%5D%20Int.%20Aut.%20Termomagnetico%20Para%20Riel%202P%2063A%2010Ka%20Norma%20Iec60947?unique=de55d41,chint-103
NB1-63H/2 3P C10 Int. Aut. Termomagnetico Para Riel 3P 10A 10Ka Norma Iec60947,NB1-63H/2 3P C10 Int. Aut. Termomagnetico Para Riel 3P 10A 10Ka Norma Iec60947,59.2,"Código: 276505
CHINT
Ref./Fab: NB1-63H/2 3P C10
Cant.Disponible: Consultar
Unid.Med: UNIDAD
Precio Inc. IGV: S/ 59.20",https://store.grupocoinp.com/web/image/product.product/16781/image_1024/%5BNB1-63H-2%203P%20C10%5D%20Int.%20Aut.%20Termomagnetico%20Para%20Riel%203P%2010A%2010Ka%20Norma%20Iec60947?unique=c14e1b5,chint-103
NB1-63H/2 3P C16 Int. Aut. Termomagnetico Para Riel 3P 16A 10Ka Norma Iec60947,NB1-63H/2 3P C16 Int. Aut. Termomagnetico Para Riel 3P 16A 10Ka Norma Iec60947,59.2,"Código: 276506
CHINT
Ref./Fab: NB1-63H/2 3P C16
Cant.Disponible: 3
Unid.Med: UNIDAD Ver Stock Por Local
Precio Inc. IGV: S/ 59.20",https://store.grupocoinp.com/web/image/product.product/16782/image_1024/%5BNB1-63H-2%203P%20C16%5D%20Int.%20Aut.%20Termomagnetico%20Para%20Riel%203P%2016A%2010Ka%20Norma%20Iec60947?unique=a10f8f5,chint-103
NB1-63H/2 3P C20 Int. Aut. Termomagnetico Para Riel 3P 20A 10Ka Norma Iec60947,NB1-63H/2 3P C20 Int. Aut. Termomagnetico Para Riel 3P 20A 10Ka Norma Iec60947,59.2,"Código: 276507
CHINT
Ref./Fab: NB1-63H/2 3P C20
Cant.Disponible: Consultar
Unid.Med: UNIDAD
Precio Inc. IGV: S/ 59.20",https://store.grupocoinp.com/web/image/product.product/16783/image_1024/%5BNB1-63H-2%203P%20C20%5D%20Int.%20Aut.%20Termomagnetico%20Para%20Riel%203P%2020A%2010Ka%20Norma%20Iec60947?unique=346a4fd,chint-103
NB1-63H/2 3P C25 Int. Aut. Termomagnetico Para Riel 3P 25A 10Ka Norma Iec60947,NB1-63H/2 3P C25 Int. Aut. Termomagnetico Para Riel 3P 25A 10Ka Norma Iec60947,59.2,"Código: 276508
CHINT
Ref./Fab: NB1-63H/2 3P C25
Cant.Disponible: 5
Unid.Med: UNIDAD Ver Stock Por Local
Precio Inc. IGV: S/ 59.20",https://store.grupocoinp.com/web/image/product.product/16784/image_1024/%5BNB1-63H-2%203P%20C25%5D%20Int.%20Aut.%20Termomagnetico%20Para%20Riel%203P%2025A%2010Ka%20Norma%20Iec60947?unique=46b9b16,chint-103
NB1-63H/2 3P C32 Int. Aut. Termomagnetico Para Riel 3P 32A 10Ka Norma Iec60947,NB1-63H/2 3P C32 Int. Aut. Termomagnetico Para Riel 3P 32A 10Ka Norma Iec60947,59.2,"Código: 276509
CHINT
Ref./Fab: NB1-63H/2 3P C32
Cant.Disponible: Consultar
Unid.Med: UNIDAD
Precio Inc. IGV: S/ 59.20",https://store.grupocoinp.com/web/image/product.product/16785/image_1024/%5BNB1-63H-2%203P%20C32%5D%20Int.%20Aut.%20Termomagnetico%20Para%20Riel%203P%2032A%2010Ka%20Norma%20Iec60947?unique=ed695ef,chint-103
NB1-63H/2 3P C40 Int. Aut. Termomagnetico Para Riel 3P 40A 10Ka Norma Iec60947,NB1-63H/2 3P C40 Int. Aut. Termomagnetico Para Riel 3P 40A 10Ka Norma Iec60947,59.2,"Código: 276510
CHINT
Ref./Fab: NB1-63H/2 3P C40
Cant.Disponible: Consultar
Unid.Med: UNIDAD
Precio Inc. IGV: S/ 59.20",https://store.grupocoinp.com/web/image/product.product/16786/image_1024/%5BNB1-63H-2%203P%20C40%5D%20Int.%20Aut.%20Termomagnetico%20Para%20Riel%203P%2040A%2010Ka%20Norma%20Iec60947?unique=1cd5d81,chint-103
NB1-63H/2 3P C50 Int. Aut. Termomagnetico Para Riel 3P 50A 10Ka Norma Iec60947,NB1-63H/2 3P C50 Int. Aut. Termomagnetico Para Riel 3P 50A 10Ka Norma Iec60947,62.32,"Código: 276511
CHINT
Ref./Fab: NB1-63H/2 3P C50
Cant.Disponible: Consultar
Unid.Med: UNIDAD
Precio Inc. IGV: S/ 62.32",https://store.grupocoinp.com/web/image/product.product/16787/image_1024/%5BNB1-63H-2%203P%20C50%5D%20Int.%20Aut.%20Termomagnetico%20Para%20Riel%203P%2050A%2010Ka%20Norma%20Iec60947?unique=c2a0a41,chint-103
NB1-63H/2 3P C63 Int. Aut. Termomagnetico Para Riel 3P 63A 10Ka Norma Iec60947,NB1-63H/2 3P C63 Int. Aut. Termomagnetico Para Riel 3P 63A 10Ka Norma Iec60947,62.32,"Código: 276512
CHINT
Ref./Fab: NB1-63H/2 3P C63
Cant.Disponible: Consultar
Unid.Med: UNIDAD
Precio Inc. IGV: S/ 62.32",https://store.grupocoinp.com/web/image/product.product/16788/image_1024/%5BNB1-63H-2%203P%20C63%5D%20Int.%20Aut.%20Termomagnetico%20Para%20Riel%203P%2063A%2010Ka%20Norma%20Iec60947?unique=7bdf600,chint-103
NB1-63 2P C16 DC/AC Int. Aut. Termomagnetico Para Riel 2P 16A Dc / Ac 250V 10Ka,NB1-63 2P C16 DC/AC Int. Aut. Termomagnetico Para Riel 2P 16A Dc / Ac 250V 10Ka,29.18,"Código: 181871
CHINT
Ref./Fab: NB1-63 2P C16 DC/AC
Cant.Disponible: 11
Unid.Med: UNIDAD Ver Stock Por Local
Precio Inc. IGV: S/ 29.18",https://store.grupocoinp.com/web/image/product.product/16789/image_1024/%5BNB1-63%20%202P%20C16%20DC-AC%5D%20Int.%20Aut.%20Termomagnetico%20Para%20Riel%202P%2016A%20Dc%20-%20Ac%20250V%2010Ka%20?unique=29f00c5,chint-103
NB1-63 2P C20 DC/AC Int. Aut. Termomagnetico Para Riel 2P 20A Dc / Ac 250V 10Ka,NB1-63 2P C20 DC/AC Int. Aut. Termomagnetico Para Riel 2P 20A Dc / Ac 250V 10Ka,29.18,"Código: 181872
CHINT
Ref./Fab: NB1-63 2P C20 DC/AC
Cant.Disponible: 18
Unid.Med: UNIDAD Ver Stock Por Local
Precio Inc. IGV: S/ 29.18",https://store.grupocoinp.com/web/image/product.product/16790/image_1024/%5BNB1-63%20%202P%20C20%20DC-AC%5D%20Int.%20Aut.%20Termomagnetico%20Para%20Riel%202P%2020A%20Dc%20-%20Ac%20250V%2010Ka%20?unique=5377256,chint-103
NB1-63 2P C25 DC/AC Int. Aut. Termomagnetico Para Riel 2P 25A Dc / Ac 250V 10Ka,NB1-63 2P C25 DC/AC Int. Aut. Termomagnetico Para Riel 2P 25A Dc / Ac 250V 10Ka,29.18,"Código: 181873
CHINT
Ref./Fab: NB1-63 2P C25 DC/AC
Cant.Disponible: 18
Unid.Med: UNIDAD Ver Stock Por Local
Precio Inc. IGV: S/ 29.18",https://store.grupocoinp.com/web/image/product.product/16791/image_1024/%5BNB1-63%20%202P%20C25%20DC-AC%5D%20Int.%20Aut.%20Termomagnetico%20Para%20Riel%202P%2025A%20Dc%20-%20Ac%20250V%2010Ka%20?unique=048a8bb,chint-103
